Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;iBOLL;zM15KDJ;zH1KDJ
2015.02.23 07:28:00;EURUSD;1.13762;1.13809;1.13829;1.13793;1.1381;1.13583;1.13733;1.13896;1.13762;11;19;44;1.13666;1.13819;1.13827;1.13795;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13687;52;43;52;1.13791;1.13733;1.13597;64;-7;;
2015.02.23 07:28:30;EURUSD;1.13757;1.13808;1.13829;1.13793;1.1381;1.13583;1.13733;1.13898;1.1376;8;18;44;1.13666;1.13819;1.13827;1.13795;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13686;51;43;52;1.13791;1.13733;1.13597;64;-7;;
2015.02.23 07:29:31;EURUSD;1.13754;1.13808;1.13829;1.13793;1.1381;1.13583;1.13733;1.13899;1.13759;7;18;44;1.13666;1.13819;1.13827;1.13794;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13685;51;43;52;1.13791;1.13733;1.13597;64;-7;;
2015.02.23 07:30:01;EURUSD;1.13754;1.13796;1.13818;1.1379;1.13813;1.13584;1.13731;1.13897;1.1374;7;14;43;1.13662;1.13818;1.13827;1.13794;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13685;51;43;52;1.13791;1.13733;1.13597;64;-7;;
2015.02.23 07:30:30;EURUSD;1.13753;1.13796;1.13818;1.1379;1.13813;1.13584;1.13731;1.13897;1.1374;7;14;43;1.13662;1.13818;1.13827;1.13794;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13685;51;43;52;1.13791;1.13733;1.13597;64;-7;;
2015.02.23 07:31:01;EURUSD;1.13755;1.13796;1.13818;1.1379;1.13813;1.13584;1.13731;1.13897;1.1374;8;14;44;1.13662;1.13818;1.13827;1.13794;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13686;51;43;52;1.13791;1.13733;1.13597;64;-7;;
2015.02.23 07:31:31;EURUSD;1.13756;1.13796;1.13819;1.1379;1.13813;1.13584;1.13731;1.13896;1.13741;8;14;44;1.13662;1.13818;1.13827;1.13795;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13686;51;43;52;1.13791;1.13733;1.13597;64;-7;;
2015.02.23 07:32:01;EURUSD;1.13755;1.13796;1.13818;1.1379;1.13813;1.13584;1.13731;1.13897;1.1374;8;14;44;1.13662;1.13818;1.13827;1.13794;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13686;51;43;52;1.13791;1.13733;1.13597;64;-7;;
2015.02.23 07:32:31;EURUSD;1.13755;1.13796;1.13818;1.1379;1.13813;1.13584;1.13731;1.13897;1.1374;8;14;44;1.13662;1.13818;1.13827;1.13794;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13686;51;43;52;1.13791;1.13733;1.13597;64;-7;;
2015.02.23 07:33:01;EURUSD;1.13755;1.13796;1.13818;1.1379;1.13813;1.13584;1.13731;1.13897;1.1374;8;14;44;1.13662;1.13818;1.13827;1.13794;1.13815;1.13603;1.13731;1.1379;1.13703;1.13944;1.13686;51;43;52;1.13791;1.13733;1.13597;64;-7;;
