Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.13 18:01:16;EURUSD;1.05172;1.05291;1.055;1.05715;1.05865;1.06014;1.05833;1.06019;1.04981;22;20;29;1.05837;1.06471;1.07299;1.0557;1.05786;1.0597;1.05821;1.06728;1.08613;1.0649;1.05081;7;15;33;1.08112;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:01:36;EURUSD;1.0515;1.05288;1.05499;1.05714;1.05865;1.06014;1.05833;1.06022;1.04975;21;19;28;1.05837;1.06471;1.07299;1.05567;1.05784;1.05969;1.0582;1.06728;1.08613;1.06495;1.05073;6;15;33;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:01:56;EURUSD;1.05152;1.05288;1.05499;1.05714;1.05865;1.06014;1.05833;1.06022;1.04976;21;19;28;1.05837;1.06471;1.07299;1.05567;1.05784;1.05969;1.0582;1.06728;1.08613;1.06494;1.05074;6;15;33;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:02:16;EURUSD;1.05165;1.0529;1.055;1.05715;1.05865;1.06014;1.05833;1.0602;1.0498;22;19;29;1.05837;1.06471;1.07299;1.05569;1.05785;1.0597;1.05821;1.06728;1.08613;1.06492;1.05078;7;15;33;1.08112;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:02:36;EURUSD;1.05176;1.05291;1.05501;1.05715;1.05866;1.06014;1.05833;1.06019;1.04982;22;20;30;1.05837;1.06471;1.07299;1.0557;1.05786;1.0597;1.05821;1.06728;1.08613;1.0649;1.05082;7;15;33;1.08112;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:02:56;EURUSD;1.05149;1.05288;1.05499;1.05714;1.05865;1.06014;1.05833;1.06022;1.04975;21;19;28;1.05837;1.06471;1.07299;1.05567;1.05784;1.05969;1.0582;1.06728;1.08613;1.06495;1.05073;6;15;33;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:03:16;EURUSD;1.05147;1.05287;1.05498;1.05714;1.05865;1.06014;1.05833;1.06022;1.04974;21;19;28;1.05837;1.06471;1.07299;1.05566;1.05784;1.05969;1.0582;1.06728;1.08613;1.06496;1.05072;6;15;33;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:03:36;EURUSD;1.05138;1.05286;1.05498;1.05714;1.05865;1.06014;1.05833;1.06024;1.04972;21;19;28;1.05836;1.06471;1.07299;1.05565;1.05783;1.05969;1.0582;1.06728;1.08613;1.06497;1.05069;6;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:03:56;EURUSD;1.05128;1.05285;1.05497;1.05713;1.05865;1.06014;1.05833;1.06025;1.04969;20;19;27;1.05836;1.06471;1.07299;1.05564;1.05782;1.05969;1.0582;1.06727;1.08613;1.06499;1.05065;6;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:04:16;EURUSD;1.05119;1.05283;1.05496;1.05713;1.05864;1.06014;1.05833;1.06026;1.04966;20;19;27;1.05836;1.06471;1.07299;1.05562;1.05782;1.05968;1.0582;1.06727;1.08613;1.06501;1.05062;5;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:04:36;EURUSD;1.05139;1.05286;1.05498;1.05714;1.05865;1.06014;1.05833;1.06024;1.04972;21;19;28;1.05836;1.06471;1.07299;1.05565;1.05783;1.05969;1.0582;1.06728;1.08613;1.06497;1.05069;6;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:04:56;EURUSD;1.05116;1.05283;1.05496;1.05713;1.05864;1.06014;1.05833;1.06027;1.04965;20;19;27;1.05836;1.06471;1.07299;1.05562;1.05781;1.05968;1.0582;1.06727;1.08613;1.06502;1.0506;5;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:05:17;EURUSD;1.05093;1.0528;1.05494;1.05712;1.05864;1.06014;1.05832;1.0603;1.04958;19;19;27;1.05836;1.06471;1.07299;1.05559;1.0578;1.05967;1.05819;1.06727;1.08613;1.06507;1.05052;5;14;32;1.08112;1.1042;1.11526;37;0;0;-15;-30
2015.03.13 18:05:36;EURUSD;1.05096;1.0528;1.05494;1.05712;1.05864;1.06014;1.05832;1.0603;1.04959;19;19;27;1.05836;1.06471;1.07299;1.05559;1.0578;1.05967;1.05819;1.06727;1.08613;1.06506;1.05053;5;14;32;1.08112;1.1042;1.11526;37;0;0;-15;-30
2015.03.13 18:05:56;EURUSD;1.05116;1.05283;1.05496;1.05713;1.05864;1.06014;1.05833;1.06027;1.04965;20;19;27;1.05836;1.06471;1.07299;1.05562;1.05781;1.05968;1.0582;1.06727;1.08613;1.06502;1.05061;5;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:06:16;EURUSD;1.05121;1.05284;1.05496;1.05713;1.05864;1.06014;1.05833;1.06026;1.04967;20;19;27;1.05836;1.06471;1.07299;1.05563;1.05782;1.05968;1.0582;1.06727;1.08613;1.06501;1.05063;5;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:06:36;EURUSD;1.05137;1.05286;1.05498;1.05714;1.05865;1.06014;1.05833;1.06024;1.04971;21;19;27;1.05836;1.06471;1.07299;1.05565;1.05783;1.05969;1.0582;1.06728;1.08613;1.06498;1.05068;6;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:06:56;EURUSD;1.05128;1.05285;1.05497;1.05713;1.05865;1.06014;1.05833;1.06025;1.04969;20;19;27;1.05836;1.06471;1.07299;1.05563;1.05782;1.05968;1.0582;1.06727;1.08613;1.06499;1.05065;6;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:07:16;EURUSD;1.0513;1.05285;1.05497;1.05713;1.05865;1.06014;1.05833;1.06025;1.04969;20;19;27;1.05836;1.06471;1.07299;1.05564;1.05782;1.05969;1.0582;1.06727;1.08613;1.06499;1.05066;6;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:07:36;EURUSD;1.05109;1.05282;1.05495;1.05713;1.05864;1.06014;1.05832;1.06028;1.04963;19;19;27;1.05836;1.06471;1.07299;1.05561;1.05781;1.05968;1.05819;1.06727;1.08613;1.06503;1.05058;5;15;32;1.08112;1.1042;1.11526;38;0;0;-15;-30
2015.03.13 18:07:56;EURUSD;1.05114;1.05283;1.05496;1.05713;1.05864;1.06014;1.05833;1.06027;1.04965;20;19;27;1.05836;1.06471;1.07299;1.05562;1.05781;1.05968;1.0582;1.06727;1.08613;1.06502;1.0506;5;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:08:16;EURUSD;1.05126;1.05284;1.05497;1.05713;1.05865;1.06014;1.05833;1.06025;1.04968;20;19;27;1.05836;1.06471;1.07299;1.05563;1.05782;1.05968;1.0582;1.06727;1.08613;1.065;1.05064;6;15;32;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:08:35;EURUSD;1.05166;1.0529;1.055;1.05715;1.05865;1.06014;1.05833;1.0602;1.0498;22;20;29;1.05837;1.06471;1.07299;1.05569;1.05785;1.0597;1.05821;1.06728;1.08613;1.06492;1.05079;7;15;33;1.08112;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:08:54;EURUSD;1.05149;1.05288;1.05498;1.05714;1.05865;1.06014;1.05833;1.06022;1.04975;21;19;28;1.05837;1.06471;1.07299;1.05566;1.05784;1.05969;1.0582;1.06728;1.08613;1.06495;1.05072;6;15;33;1.08112;1.1042;1.11526;38;0;0;-10;-30
2015.03.13 18:09:17;EURUSD;1.05167;1.0529;1.055;1.05715;1.05865;1.06014;1.05833;1.0602;1.0498;22;20;29;1.05837;1.06471;1.07299;1.05569;1.05785;1.0597;1.05821;1.06728;1.08613;1.06491;1.05079;7;15;33;1.08112;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:09:36;EURUSD;1.05186;1.05293;1.05501;1.05716;1.05866;1.06015;1.05833;1.06017;1.04985;23;20;30;1.05837;1.06471;1.07299;1.05572;1.05787;1.05971;1.05821;1.06728;1.08613;1.06488;1.05086;7;15;34;1.08112;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:09:57;EURUSD;1.05177;1.05292;1.05501;1.05715;1.05866;1.06014;1.05833;1.06019;1.04983;22;20;30;1.05837;1.06471;1.07299;1.0557;1.05786;1.0597;1.05821;1.06728;1.08613;1.0649;1.05082;7;15;33;1.08112;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:10:14;EURUSD;1.05187;1.05293;1.05501;1.05716;1.05866;1.06015;1.05833;1.06017;1.04985;23;20;30;1.05837;1.06471;1.07299;1.05572;1.05787;1.05971;1.05821;1.06728;1.08613;1.06488;1.05086;7;15;34;1.08112;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:10:37;EURUSD;1.05208;1.05296;1.05503;1.05716;1.05866;1.06015;1.05833;1.06015;1.04991;24;20;31;1.05837;1.06471;1.07299;1.05575;1.05788;1.05972;1.05821;1.06728;1.08614;1.06484;1.05093;8;15;34;1.08113;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:10:57;EURUSD;1.05241;1.05301;1.05506;1.05718;1.05867;1.06015;1.05833;1.06012;1.04999;25;20;33;1.05837;1.06471;1.07299;1.0558;1.05791;1.05973;1.05822;1.06729;1.08614;1.06478;1.05104;9;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:11:17;EURUSD;1.05226;1.05299;1.05504;1.05717;1.05867;1.06015;1.05833;1.06013;1.04996;24;20;32;1.05837;1.06471;1.07299;1.05578;1.0579;1.05972;1.05822;1.06728;1.08614;1.0648;1.05099;8;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:11:36;EURUSD;1.05226;1.05299;1.05504;1.05717;1.05867;1.06015;1.05833;1.06013;1.04996;24;20;32;1.05837;1.06471;1.07299;1.05578;1.0579;1.05972;1.05822;1.06728;1.08614;1.0648;1.05099;8;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:11:57;EURUSD;1.05227;1.05299;1.05505;1.05717;1.05867;1.06015;1.05833;1.06013;1.04996;24;20;32;1.05837;1.06471;1.07299;1.05578;1.0579;1.05972;1.05822;1.06728;1.08614;1.0648;1.051;8;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:12:17;EURUSD;1.05244;1.05301;1.05506;1.05718;1.05867;1.06015;1.05833;1.06012;1.05;25;20;33;1.05837;1.06471;1.07299;1.0558;1.05791;1.05973;1.05822;1.06729;1.08614;1.06477;1.05105;9;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:12:34;EURUSD;1.05247;1.05302;1.05506;1.05718;1.05867;1.06015;1.05833;1.06011;1.05001;25;20;33;1.05837;1.06471;1.07299;1.0558;1.05791;1.05973;1.05822;1.06729;1.08614;1.06477;1.05106;9;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:12:57;EURUSD;1.05248;1.05302;1.05506;1.05718;1.05867;1.06015;1.05833;1.06011;1.05001;25;20;34;1.05837;1.06471;1.07299;1.05581;1.05791;1.05973;1.05822;1.06729;1.08614;1.06476;1.05106;9;15;36;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:13:17;EURUSD;1.05225;1.05298;1.05504;1.05717;1.05866;1.06015;1.05833;1.06013;1.04995;24;20;32;1.05837;1.06471;1.07299;1.05577;1.0579;1.05972;1.05822;1.06728;1.08614;1.06481;1.05099;8;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:13:37;EURUSD;1.05224;1.05298;1.05504;1.05717;1.05866;1.06015;1.05833;1.06013;1.04995;24;20;32;1.05837;1.06471;1.07299;1.05577;1.0579;1.05972;1.05822;1.06728;1.08614;1.06481;1.05098;8;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:13:57;EURUSD;1.05214;1.05297;1.05503;1.05717;1.05866;1.06015;1.05833;1.06014;1.04992;24;20;32;1.05837;1.06471;1.07299;1.05576;1.05789;1.05972;1.05821;1.06728;1.08614;1.06483;1.05095;8;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:14:16;EURUSD;1.05221;1.05298;1.05504;1.05717;1.05866;1.06015;1.05833;1.06014;1.04994;24;20;32;1.05837;1.06471;1.07299;1.05577;1.05789;1.05972;1.05822;1.06728;1.08614;1.06481;1.05098;8;15;35;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:14:36;EURUSD;1.05196;1.05294;1.05502;1.05716;1.05866;1.06015;1.05833;1.06016;1.04988;23;20;31;1.05837;1.06471;1.07299;1.05573;1.05787;1.05971;1.05821;1.06728;1.08613;1.06486;1.05089;7;15;34;1.08113;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:14:57;EURUSD;1.05199;1.05295;1.05502;1.05716;1.05866;1.06015;1.05833;1.06016;1.04989;23;20;31;1.05837;1.06471;1.07299;1.05574;1.05788;1.05971;1.05821;1.06728;1.08614;1.06485;1.0509;8;15;34;1.08113;1.1042;1.11526;39;0;0;-10;-30
2015.03.13 18:15:17;EURUSD;1.05247;1.05235;1.0547;1.0568;1.0585;1.06006;1.05831;1.05994;1.04947;21;22;34;1.05836;1.06462;1.0729;1.0558;1.05791;1.05973;1.05822;1.06729;1.08614;1.06477;1.05106;9;15;35;1.08113;1.1042;1.11526;40;1;0;-10;-30
2015.03.13 18:15:37;EURUSD;1.0525;1.05236;1.05471;1.0568;1.0585;1.06006;1.05831;1.05994;1.04948;21;22;34;1.05836;1.06462;1.0729;1.05581;1.05792;1.05973;1.05822;1.06729;1.08614;1.06476;1.05107;9;15;36;1.08113;1.1042;1.11526;40;1;0;-10;-30
2015.03.13 18:15:55;EURUSD;1.05258;1.05237;1.05471;1.0568;1.0585;1.06006;1.05831;1.05993;1.04949;21;22;34;1.05836;1.06462;1.0729;1.05582;1.05792;1.05973;1.05822;1.06729;1.08614;1.06475;1.05109;9;15;36;1.08113;1.1042;1.11526;40;0;0;-10;-30
2015.03.13 18:16:17;EURUSD;1.05245;1.05235;1.0547;1.0568;1.0585;1.06006;1.05831;1.05994;1.04946;21;22;33;1.05836;1.06462;1.0729;1.0558;1.05791;1.05973;1.05822;1.06729;1.08614;1.06477;1.05105;9;15;35;1.08113;1.1042;1.11526;40;1;0;-10;-30
2015.03.13 18:16:37;EURUSD;1.05205;1.05229;1.05467;1.05678;1.05849;1.06005;1.0583;1.05997;1.04937;19;22;31;1.05836;1.06462;1.0729;1.05574;1.05788;1.05971;1.05821;1.06728;1.08614;1.06484;1.05092;8;15;34;1.08113;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:16:57;EURUSD;1.05195;1.05228;1.05466;1.05678;1.05849;1.06005;1.0583;1.05998;1.04935;19;22;31;1.05836;1.06462;1.0729;1.05573;1.05787;1.05971;1.05821;1.06728;1.08613;1.06486;1.05089;7;15;34;1.08113;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:17:17;EURUSD;1.05203;1.05229;1.05467;1.05678;1.05849;1.06005;1.0583;1.05997;1.04937;19;22;31;1.05836;1.06462;1.0729;1.05574;1.05788;1.05971;1.05821;1.06728;1.08614;1.06485;1.05091;8;15;34;1.08113;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:17:36;EURUSD;1.05175;1.05225;1.05465;1.05677;1.05849;1.06005;1.0583;1.05999;1.0493;18;21;30;1.05836;1.06462;1.0729;1.0557;1.05786;1.0597;1.05821;1.06728;1.08613;1.0649;1.05082;7;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:17:57;EURUSD;1.0518;1.05226;1.05465;1.05677;1.05849;1.06005;1.0583;1.05999;1.04932;18;21;30;1.05836;1.06462;1.0729;1.05571;1.05786;1.05971;1.05821;1.06728;1.08613;1.06489;1.05084;7;15;34;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:18:17;EURUSD;1.05169;1.05224;1.05464;1.05677;1.05849;1.06005;1.0583;1.06;1.04929;17;21;30;1.05836;1.06462;1.0729;1.05569;1.05785;1.0597;1.05821;1.06728;1.08613;1.06491;1.05079;7;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:18:37;EURUSD;1.0515;1.05221;1.05463;1.05676;1.05848;1.06005;1.0583;1.06002;1.04924;17;21;30;1.05836;1.06462;1.0729;1.05567;1.05784;1.05969;1.0582;1.06728;1.08613;1.06495;1.05073;6;15;33;1.08112;1.1042;1.11526;38;0;0;-15;-30
2015.03.13 18:18:57;EURUSD;1.05145;1.05221;1.05463;1.05676;1.05848;1.06005;1.0583;1.06003;1.04923;16;21;30;1.05836;1.06462;1.0729;1.05566;1.05784;1.05969;1.0582;1.06728;1.08613;1.06496;1.05071;6;15;32;1.08112;1.1042;1.11526;38;0;0;-15;-30
2015.03.13 18:19:17;EURUSD;1.05149;1.05221;1.05463;1.05676;1.05848;1.06005;1.0583;1.06002;1.04924;17;21;30;1.05836;1.06462;1.0729;1.05567;1.05784;1.05969;1.0582;1.06728;1.08613;1.06495;1.05073;6;15;33;1.08112;1.1042;1.11526;38;0;0;-15;-30
2015.03.13 18:19:37;EURUSD;1.05148;1.05221;1.05463;1.05676;1.05848;1.06005;1.0583;1.06002;1.04923;17;21;30;1.05836;1.06462;1.0729;1.05566;1.05784;1.05969;1.0582;1.06728;1.08613;1.06495;1.05072;6;15;33;1.08112;1.1042;1.11526;38;0;0;-15;-30
2015.03.13 18:19:57;EURUSD;1.05157;1.05222;1.05464;1.05677;1.05848;1.06005;1.0583;1.06001;1.04926;17;21;30;1.05836;1.06462;1.0729;1.05568;1.05784;1.0597;1.0582;1.06728;1.08613;1.06493;1.05076;6;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:20:17;EURUSD;1.05163;1.05223;1.05464;1.05677;1.05848;1.06005;1.0583;1.06001;1.04927;17;21;30;1.05836;1.06462;1.0729;1.05569;1.05785;1.0597;1.0582;1.06728;1.08613;1.06492;1.05078;7;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:20:37;EURUSD;1.05172;1.05224;1.05465;1.05677;1.05849;1.06005;1.0583;1.06;1.04929;18;21;30;1.05836;1.06462;1.0729;1.0557;1.05786;1.0597;1.05821;1.06728;1.08613;1.06491;1.0508;7;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:20:46;EURUSD;1.0517;1.05224;1.05464;1.05677;1.05849;1.06005;1.0583;1.06;1.04929;17;21;30;1.05836;1.06462;1.0729;1.05569;1.05785;1.0597;1.05821;1.06728;1.08613;1.06491;1.0508;7;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:20:46;EURUSD;1.0517;1.05224;1.05464;1.05677;1.05849;1.06005;1.0583;1.06;1.04929;17;21;30;1.05836;1.06462;1.0729;1.05569;1.05785;1.0597;1.05821;1.06728;1.08613;1.06491;1.0508;7;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:20:46;EURUSD;1.0517;1.05224;1.05464;1.05677;1.05849;1.06005;1.0583;1.06;1.04929;17;21;30;1.05836;1.06462;1.0729;1.05569;1.05785;1.0597;1.05821;1.06728;1.08613;1.06491;1.0508;7;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:20:46;EURUSD;1.0517;1.05224;1.05464;1.05677;1.05849;1.06005;1.0583;1.06;1.04929;17;21;30;1.05836;1.06462;1.0729;1.05569;1.05785;1.0597;1.05821;1.06728;1.08613;1.06491;1.0508;7;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:20:46;EURUSD;1.0517;1.05224;1.05464;1.05677;1.05849;1.06005;1.0583;1.06;1.04929;17;21;30;1.05836;1.06462;1.0729;1.05569;1.05785;1.0597;1.05821;1.06728;1.08613;1.06491;1.0508;7;15;33;1.08112;1.1042;1.11526;39;0;0;-15;-30
2015.03.13 18:22:55;EURUSD;1.0512;1.05217;1.05461;1.05675;1.05848;1.06005;1.0583;1.06005;1.04916;15;21;29;1.05836;1.06462;1.07289;1.05562;1.05782;1.05968;1.0582;1.06727;1.08613;1.06501;1.05062;5;15;32;1.08112;1.1042;1.11526;38;0;0;-15;-30
2015.03.13 18:22:55;EURUSD;1.0512;1.05217;1.05461;1.05675;1.05848;1.06005;1.0583;1.06005;1.04916;15;21;29;1.05836;1.06462;1.07289;1.05562;1.05782;1.05968;1.0582;1.06727;1.08613;1.06501;1.05062;5;15;32;1.08112;1.1042;1.11526;38;0;0;-15;-30
2015.03.13 18:25:08;EURUSD;1.05062;1.05209;1.05456;1.05673;1.05847;1.06004;1.0583;1.06013;1.04899;13;20;28;1.05835;1.06462;1.07289;1.05554;1.05777;1.05966;1.05819;1.06727;1.08613;1.06514;1.05041;4;14;31;1.08112;1.1042;1.11526;37;0;0;-15;-30
2015.03.13 18:25:28;EURUSD;1.05084;1.05212;1.05458;1.05674;1.05847;1.06004;1.0583;1.0601;1.04906;14;21;28;1.05835;1.06462;1.07289;1.05557;1.05779;1.05967;1.05819;1.06727;1.08613;1.06509;1.05049;4;14;32;1.08112;1.1042;1.11526;37;0;0;-15;-30
2015.03.13 18:25:47;EURUSD;1.05085;1.05212;1.05458;1.05674;1.05847;1.06004;1.0583;1.0601;1.04906;14;21;28;1.05835;1.06462;1.07289;1.05557;1.05779;1.05967;1.05819;1.06727;1.08613;1.06509;1.05049;4;14;32;1.08112;1.1042;1.11526;37;0;0;-15;-30
2015.03.13 18:26:08;EURUSD;1.05066;1.05209;1.05457;1.05673;1.05847;1.06004;1.0583;1.06013;1.04901;13;20;28;1.05835;1.06462;1.07289;1.05555;1.05777;1.05966;1.05819;1.06727;1.08613;1.06513;1.05042;4;14;31;1.08112;1.1042;1.11526;37;0;0;-15;-30
2015.03.13 18:26:28;EURUSD;1.05064;1.05209;1.05456;1.05673;1.05847;1.06004;1.0583;1.06013;1.049;13;20;28;1.05835;1.06462;1.07289;1.05554;1.05777;1.05966;1.05819;1.06727;1.08613;1.06513;1.05041;4;14;31;1.08112;1.1042;1.11526;37;0;0;-15;-30
2015.03.13 18:26:48;EURUSD;1.0505;1.05207;1.05455;1.05672;1.05846;1.06004;1.0583;1.06015;1.04895;12;20;27;1.05835;1.06462;1.07289;1.05552;1.05776;1.05965;1.05818;1.06727;1.08613;1.06517;1.05036;3;14;31;1.08112;1.1042;1.11526;37;0;-13;-15;-30
2015.03.13 18:27:08;EURUSD;1.05048;1.05207;1.05455;1.05672;1.05846;1.06004;1.0583;1.06015;1.04895;12;20;27;1.05835;1.06462;1.07289;1.05552;1.05776;1.05965;1.05818;1.06727;1.08613;1.06517;1.05035;3;14;31;1.08112;1.1042;1.11526;37;0;-13;-15;-30
2015.03.13 18:27:27;EURUSD;1.05062;1.05209;1.05456;1.05673;1.05847;1.06004;1.0583;1.06013;1.04899;13;20;28;1.05835;1.06462;1.07289;1.05554;1.05777;1.05966;1.05819;1.06727;1.08613;1.06514;1.0504;4;14;31;1.08112;1.1042;1.11526;37;0;0;-15;-30
2015.03.13 18:27:47;EURUSD;1.05027;1.05204;1.05454;1.05672;1.05846;1.06004;1.0583;1.06018;1.04889;12;20;27;1.05835;1.06462;1.07289;1.05549;1.05774;1.05965;1.05818;1.06726;1.08613;1.06522;1.05027;3;14;31;1.08112;1.1042;1.11526;36;0;-13;-15;-30
2015.03.13 18:28:07;EURUSD;1.05041;1.05206;1.05455;1.05672;1.05846;1.06004;1.0583;1.06016;1.04893;14;21;27;1.05835;1.06462;1.07289;1.05551;1.05776;1.05965;1.05818;1.06727;1.08613;1.06518;1.05033;4;14;31;1.08112;1.1042;1.11526;37;0;-13;-15;-30
2015.03.13 18:28:27;EURUSD;1.05023;1.05203;1.05453;1.05671;1.05846;1.06004;1.0583;1.06019;1.04887;13;20;27;1.05835;1.06462;1.07289;1.05549;1.05774;1.05964;1.05818;1.06726;1.08613;1.06523;1.05026;4;14;31;1.08112;1.1042;1.11526;37;0;-13;-15;-30
2015.03.13 18:28:48;EURUSD;1.05007;1.05201;1.05452;1.05671;1.05845;1.06004;1.0583;1.06022;1.04882;12;20;27;1.05835;1.06461;1.07289;1.05546;1.05773;1.05964;1.05817;1.06726;1.08613;1.06527;1.05019;3;14;30;1.08111;1.1042;1.11526;36;0;-13;-15;-30
2015.03.13 18:29:08;EURUSD;1.05008;1.05201;1.05452;1.05671;1.05845;1.06004;1.0583;1.06022;1.04883;12;20;27;1.05835;1.06461;1.07289;1.05546;1.05773;1.05964;1.05817;1.06726;1.08613;1.06526;1.0502;3;14;31;1.08112;1.1042;1.11526;36;0;-13;-15;-30
2015.03.13 18:29:28;EURUSD;1.04997;1.052;1.05451;1.0567;1.05845;1.06003;1.0583;1.06023;1.04879;12;20;26;1.05835;1.06461;1.07289;1.05545;1.05772;1.05963;1.05817;1.06726;1.08613;1.06529;1.05016;3;14;30;1.08111;1.1042;1.11526;36;0;-13;-15;-30
2015.03.13 18:29:46;EURUSD;1.04868;1.05181;1.05441;1.05665;1.05843;1.06002;1.05829;1.06049;1.04834;13;20;24;1.05834;1.06461;1.07289;1.05526;1.05762;1.05959;1.05815;1.06725;1.08612;1.06562;1.04963;4;14;29;1.08111;1.10419;1.11526;36;0;-13;-15;-30
2015.03.13 18:30:08;EURUSD;1.04877;1.05113;1.05371;1.05622;1.05819;1.05989;1.05824;1.06029;1.04713;9;19;26;1.05831;1.06451;1.07279;1.05528;1.05763;1.05959;1.05815;1.06725;1.08612;1.06559;1.04966;4;14;29;1.08111;1.10419;1.11526;36;0;-13;-15;-30
2015.03.13 18:30:25;EURUSD;1.04893;1.05115;1.05372;1.05623;1.05819;1.05989;1.05824;1.06027;1.04718;10;19;26;1.05831;1.06451;1.07279;1.0553;1.05764;1.05959;1.05815;1.06725;1.08612;1.06555;1.04973;5;15;29;1.08111;1.10419;1.11526;36;0;-13;-15;-30
2015.03.13 18:30:37;EURUSD;1.04898;1.05116;1.05373;1.05623;1.05819;1.05989;1.05824;1.06026;1.0472;10;19;27;1.05832;1.06451;1.07279;1.05531;1.05765;1.0596;1.05815;1.06725;1.08612;1.06554;1.04975;5;15;29;1.08111;1.10419;1.11526;36;0;-13;-15;-30
2015.03.13 18:31:08;EURUSD;1.04884;1.05114;1.05372;1.05623;1.05819;1.05989;1.05824;1.06028;1.04716;10;19;26;1.05831;1.06451;1.07279;1.05529;1.05763;1.05959;1.05815;1.06725;1.08612;1.06558;1.04969;5;14;29;1.08111;1.10419;1.11526;36;0;-13;-15;-30
2015.03.13 18:31:28;EURUSD;1.04914;1.05118;1.05374;1.05624;1.05819;1.05989;1.05824;1.06024;1.04724;11;19;27;1.05832;1.06451;1.07279;1.05533;1.05766;1.0596;1.05816;1.06725;1.08612;1.0655;1.04981;5;15;29;1.08111;1.10419;1.11526;37;0;-13;-15;-30
2015.03.13 18:31:48;EURUSD;1.04901;1.05116;1.05373;1.05623;1.05819;1.05989;1.05824;1.06025;1.0472;10;19;27;1.05832;1.06451;1.07279;1.05531;1.05765;1.0596;1.05815;1.06725;1.08612;1.06553;1.04976;5;15;29;1.08111;1.10419;1.11526;36;0;-13;-15;-30
