Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.13 16:30:07;EURUSD;1.05737;1.05752;1.05779;1.05912;1.05968;1.06078;1.0585;1.05916;1.05641;28;41;41;1.05847;1.06527;1.07356;1.05915;1.05964;1.06073;1.05857;1.06798;1.08679;1.06302;1.05627;17;39;43;1.08188;1.10469;1.11557;43;1;0;-10;-30
2015.03.13 16:30:27;EURUSD;1.05734;1.05752;1.05778;1.05912;1.05968;1.06078;1.0585;1.05916;1.05641;28;41;41;1.05847;1.06527;1.07356;1.05914;1.05964;1.06073;1.05857;1.06798;1.08679;1.06302;1.05626;17;39;43;1.08188;1.10469;1.11557;43;1;0;-10;-30
2015.03.13 16:30:42;EURUSD;1.05727;1.05751;1.05778;1.05912;1.05968;1.06078;1.0585;1.05916;1.05639;27;41;40;1.05847;1.06527;1.07356;1.05913;1.05964;1.06073;1.05857;1.06798;1.08679;1.06303;1.05624;17;39;43;1.08188;1.10469;1.11557;43;0;0;-10;-30

Time;Symbol;CurrentPrice;M15MA7;M15MA13;M15MA26;M15MA52;M15MA104;M15MA208;M15BOLL132U;M15BOLL132L;M15KDJ853M;M15KDJ853S;M15RSI14;M15MA180;M15MA360;M15MA540;H1MA7;H1MA13;H1MA26;H1MA52;H1MA104;H1MA208;H1BOLL132U;H1BOLL132L;H1KDJ853M;H1KDJ853S;H1RSI14;H1MA180;H1MA360;H1MA540;H4KDJ853M;zMA;iBOLL;zM15KDJ;zH1KDJ
2015.03.09 14:57:04;EURUSD;1.08669;1.08787;1.08827;1.08717;1.08569;1.08666;1.09455;1.09011;1.08643;9;24;46;1.09301;1.10175;1.10743;1.08523;1.08894;1.09558;1.10037;1.10861;1.11824;1.0989;1.07898;7;7;21;1.11582;1.12634;1.12967;6;10;0;-15;-30
2015.03.09 14:57:22;EURUSD;1.08671;1.08787;1.08827;1.08717;1.08569;1.08666;1.09455;1.09011;1.08644;9;24;46;1.09301;1.10175;1.10743;1.08697;1.08568;1.08628;1.09427;1.10379;1.11484;1.08946;1.0819;64;82;43;1.11165;1.12401;1.12815;21;10;0;-15;0
2015.03.09 14:57:44;EURUSD;1.08641;1.08783;1.08825;1.08716;1.08568;1.08665;1.09455;1.09017;1.08633;10;25;45;1.09301;1.10175;1.10743;1.08693;1.08565;1.08627;1.09426;1.10379;1.11483;1.08942;1.08189;63;81;42;1.11164;1.12401;1.12815;21;15;-7;-15;0
2015.03.09 14:58:04;EURUSD;1.08617;1.08779;1.08823;1.08715;1.08568;1.08665;1.09455;1.09023;1.08623;12;25;44;1.09301;1.10175;1.10743;1.08689;1.08564;1.08626;1.09426;1.10379;1.11483;1.08939;1.08188;61;81;41;1.11164;1.12401;1.12815;20;15;-7;-15;0
2015.03.09 14:58:24;EURUSD;1.08624;1.08781;1.08824;1.08716;1.08568;1.08665;1.09455;1.09021;1.08626;12;25;44;1.09301;1.10175;1.10743;1.08691;1.08564;1.08626;1.09426;1.10379;1.11483;1.0894;1.08189;62;81;42;1.11164;1.12401;1.12815;20;15;-7;-15;0
2015.03.09 14:58:44;EURUSD;1.08623;1.0878;1.08823;1.08716;1.08568;1.08665;1.09455;1.09021;1.08626;12;25;44;1.09301;1.10175;1.10743;1.0869;1.08564;1.08626;1.09426;1.10379;1.11483;1.08939;1.08189;62;81;41;1.11164;1.12401;1.12815;20;15;-7;-15;0
2015.03.09 14:59:04;EURUSD;1.08617;1.0878;1.08823;1.08715;1.08568;1.08665;1.09455;1.09023;1.08623;12;25;44;1.09301;1.10175;1.10743;1.0869;1.08564;1.08626;1.09426;1.10379;1.11483;1.08939;1.08188;61;81;41;1.11164;1.12401;1.12815;20;15;-7;-15;0
2015.03.09 14:59:24;EURUSD;1.08617;1.08779;1.08823;1.08715;1.08568;1.08665;1.09455;1.09023;1.08623;12;25;44;1.09301;1.10175;1.10743;1.08689;1.08564;1.08626;1.09426;1.10379;1.11483;1.08939;1.08188;61;81;41;1.11164;1.12401;1.12815;20;15;-7;-15;0
2015.03.09 14:59:44;EURUSD;1.08608;1.08778;1.08822;1.08715;1.08568;1.08665;1.09455;1.09026;1.08619;11;25;43;1.09301;1.10175;1.10743;1.08688;1.08563;1.08625;1.09425;1.10379;1.11483;1.08938;1.08188;61;81;41;1.11164;1.12401;1.12815;20;13;-7;-15;0
2015.03.09 15:00:04;EURUSD;1.08609;1.0874;1.08799;1.08723;1.08571;1.08655;1.09446;1.09026;1.08572;8;18;43;1.09291;1.10166;1.10737;1.08716;1.08576;1.08595;1.09392;1.10346;1.1146;1.08944;1.08208;44;74;41;1.11136;1.12386;1.12806;20;23;0;-15;0
2015.03.09 15:00:24;EURUSD;1.08611;1.08741;1.08799;1.08723;1.08571;1.08655;1.09446;1.09025;1.08573;9;18;43;1.09291;1.10166;1.10737;1.08716;1.08576;1.08595;1.09392;1.10346;1.1146;1.08944;1.08208;45;74;41;1.11136;1.12386;1.12806;20;23;0;-15;0
2015.03.09 15:00:44;EURUSD;1.08608;1.0874;1.08799;1.08723;1.08571;1.08655;1.09446;1.09026;1.08572;8;18;43;1.09291;1.10166;1.10737;1.08716;1.08576;1.08595;1.09392;1.10346;1.1146;1.08944;1.08208;44;74;41;1.11136;1.12386;1.12806;20;23;0;-15;0
2015.03.09 15:01:04;EURUSD;1.08604;1.0874;1.08798;1.08722;1.08571;1.08655;1.09446;1.09027;1.0857;8;18;43;1.09291;1.10166;1.10737;1.08715;1.08575;1.08595;1.09392;1.10346;1.1146;1.08943;1.08207;44;74;41;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:01:24;EURUSD;1.08609;1.0874;1.08799;1.08723;1.08571;1.08655;1.09446;1.09026;1.08572;8;18;43;1.09291;1.10166;1.10737;1.08716;1.08576;1.08595;1.09392;1.10346;1.1146;1.08944;1.08208;44;74;41;1.11136;1.12386;1.12806;20;23;0;-15;0
2015.03.09 15:01:44;EURUSD;1.08619;1.08742;1.08799;1.08723;1.08571;1.08655;1.09446;1.09024;1.08575;9;18;44;1.09291;1.10166;1.10737;1.08717;1.08576;1.08596;1.09392;1.10346;1.1146;1.08945;1.08208;45;75;41;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:02:04;EURUSD;1.08612;1.08741;1.08799;1.08723;1.08571;1.08655;1.09446;1.09025;1.08573;9;18;43;1.09291;1.10166;1.10737;1.08716;1.08576;1.08596;1.09392;1.10346;1.1146;1.08944;1.08208;45;74;41;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:02:24;EURUSD;1.08614;1.08741;1.08799;1.08723;1.08571;1.08655;1.09446;1.09025;1.08574;9;18;44;1.09291;1.10166;1.10737;1.08717;1.08576;1.08596;1.09392;1.10346;1.1146;1.08944;1.08208;45;74;41;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:02:44;EURUSD;1.08616;1.08741;1.08799;1.08723;1.08571;1.08655;1.09446;1.09024;1.08574;9;18;44;1.09291;1.10166;1.10737;1.08717;1.08576;1.08596;1.09392;1.10346;1.1146;1.08944;1.08208;45;74;41;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:03:04;EURUSD;1.08628;1.08743;1.088;1.08723;1.08571;1.08655;1.09446;1.09022;1.08578;10;19;44;1.09291;1.10166;1.10737;1.08718;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08208;45;75;42;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:03:24;EURUSD;1.08629;1.08743;1.088;1.08723;1.08571;1.08655;1.09446;1.09022;1.08578;10;19;45;1.09291;1.10166;1.10737;1.08719;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;45;75;42;1.11136;1.12386;1.12806;21;15;0;-15;0
2015.03.09 15:03:44;EURUSD;1.08648;1.08746;1.08802;1.08724;1.08572;1.08655;1.09446;1.09019;1.08585;12;19;46;1.09291;1.10166;1.10737;1.08721;1.08579;1.08597;1.09392;1.10347;1.1146;1.08948;1.08209;46;75;43;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:04:04;EURUSD;1.08641;1.08745;1.08801;1.08724;1.08571;1.08655;1.09446;1.0902;1.08582;11;19;45;1.09291;1.10166;1.10737;1.0872;1.08578;1.08597;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:04:24;EURUSD;1.08638;1.08744;1.08801;1.08724;1.08571;1.08655;1.09446;1.0902;1.08582;11;19;45;1.09291;1.10166;1.10737;1.0872;1.08578;1.08597;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:04:44;EURUSD;1.08627;1.08743;1.088;1.08723;1.08571;1.08655;1.09446;1.09022;1.08578;10;19;44;1.09291;1.10166;1.10737;1.08718;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;45;75;42;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:05:04;EURUSD;1.0863;1.08743;1.088;1.08723;1.08571;1.08655;1.09446;1.09022;1.08579;10;19;45;1.09291;1.10166;1.10737;1.08719;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;45;75;42;1.11136;1.12386;1.12806;21;15;0;-15;0
2015.03.09 15:05:24;EURUSD;1.08613;1.08741;1.08799;1.08723;1.08571;1.08655;1.09446;1.09025;1.08573;9;18;44;1.09291;1.10166;1.10737;1.08716;1.08576;1.08596;1.09392;1.10346;1.1146;1.08944;1.08208;45;74;41;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:05:44;EURUSD;1.0861;1.0874;1.08799;1.08723;1.08571;1.08655;1.09446;1.09025;1.08572;9;18;43;1.09291;1.10166;1.10737;1.08716;1.08576;1.08595;1.09392;1.10346;1.1146;1.08944;1.08208;45;74;41;1.11136;1.12386;1.12806;20;23;0;-15;0
2015.03.09 15:06:04;EURUSD;1.08598;1.08739;1.08798;1.08722;1.08571;1.08655;1.09446;1.09028;1.08568;8;18;43;1.09291;1.10166;1.10737;1.08714;1.08575;1.08595;1.09391;1.10346;1.1146;1.08943;1.08207;44;74;41;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:06:24;EURUSD;1.08583;1.08736;1.08797;1.08722;1.0857;1.08654;1.09446;1.09031;1.08562;6;18;42;1.09291;1.10166;1.10737;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08942;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:06:44;EURUSD;1.08577;1.08736;1.08796;1.08721;1.0857;1.08654;1.09446;1.09032;1.0856;6;18;42;1.09291;1.10166;1.10737;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:07:04;EURUSD;1.08576;1.08736;1.08796;1.08721;1.0857;1.08654;1.09446;1.09032;1.0856;6;18;42;1.09291;1.10166;1.10737;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:07:24;EURUSD;1.08556;1.08733;1.08795;1.08721;1.0857;1.08654;1.09446;1.09037;1.08552;6;18;41;1.09291;1.10166;1.10737;1.08708;1.08572;1.08593;1.09391;1.10346;1.1146;1.0894;1.08204;42;74;40;1.11136;1.12386;1.12806;19;17;-7;-15;0
2015.03.09 15:07:44;EURUSD;1.08551;1.08732;1.08794;1.0872;1.0857;1.08654;1.09446;1.09038;1.0855;6;18;40;1.09291;1.10166;1.10737;1.08707;1.08571;1.08593;1.09391;1.10346;1.1146;1.08939;1.08203;42;74;39;1.11136;1.12386;1.12806;19;12;-7;-15;0
2015.03.09 15:08:04;EURUSD;1.08544;1.08731;1.08794;1.0872;1.0857;1.08654;1.09446;1.0904;1.08548;6;18;40;1.09291;1.10166;1.10737;1.08707;1.08571;1.08593;1.0939;1.10346;1.1146;1.08939;1.08202;41;74;39;1.11136;1.12386;1.12806;19;12;-7;-15;0
2015.03.09 15:08:24;EURUSD;1.08576;1.08735;1.08796;1.08721;1.0857;1.08654;1.09446;1.09033;1.0856;9;18;42;1.09291;1.10166;1.10737;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:08:44;EURUSD;1.08581;1.08736;1.08797;1.08721;1.0857;1.08654;1.09446;1.09031;1.08562;9;18;42;1.09291;1.10166;1.10737;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:09:04;EURUSD;1.08578;1.08736;1.08796;1.08721;1.0857;1.08654;1.09446;1.09032;1.08561;9;18;42;1.09291;1.10166;1.10737;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:09:24;EURUSD;1.08576;1.08736;1.08796;1.08721;1.0857;1.08654;1.09446;1.09032;1.0856;9;18;42;1.09291;1.10166;1.10737;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:09:28;EURUSD;1.08577;1.08736;1.08796;1.08721;1.0857;1.08654;1.09446;1.09032;1.0856;9;18;42;1.09291;1.10166;1.10737;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:09:28;EURUSD;1.08577;1.08736;1.08796;1.08721;1.0857;1.08654;1.09446;1.09032;1.0856;9;18;42;1.09291;1.10166;1.10737;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:10:24;EURUSD;1.08585;1.08737;1.08797;1.08722;1.0857;1.08654;1.09446;1.09031;1.08563;9;18;42;1.09291;1.10166;1.10737;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08942;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:10:44;EURUSD;1.08586;1.08737;1.08797;1.08722;1.0857;1.08654;1.09446;1.0903;1.08563;9;18;42;1.09291;1.10166;1.10737;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08942;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:11:04;EURUSD;1.08576;1.08736;1.08796;1.08721;1.0857;1.08654;1.09446;1.09032;1.0856;9;18;42;1.09291;1.10166;1.10737;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:11:24;EURUSD;1.08577;1.08736;1.08796;1.08721;1.0857;1.08654;1.09446;1.09032;1.0856;9;18;42;1.09291;1.10166;1.10737;1.08711;1.08573;1.08594;1.09391;1.10346;1.1146;1.08941;1.08205;43;74;40;1.11136;1.12386;1.12806;20;17;-7;-15;0
2015.03.09 15:11:43;EURUSD;1.08587;1.08737;1.08797;1.08722;1.0857;1.08654;1.09446;1.0903;1.08564;9;18;42;1.09291;1.10166;1.10737;1.08713;1.08574;1.08595;1.09391;1.10346;1.1146;1.08942;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:12:04;EURUSD;1.08597;1.08739;1.08798;1.08722;1.08571;1.08655;1.09446;1.09028;1.08568;10;19;43;1.09291;1.10166;1.10737;1.08714;1.08575;1.08595;1.09391;1.10346;1.1146;1.08943;1.08207;44;74;41;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:12:24;EURUSD;1.08588;1.08737;1.08797;1.08722;1.0857;1.08654;1.09446;1.0903;1.08564;9;18;42;1.09291;1.10166;1.10737;1.08713;1.08574;1.08595;1.09391;1.10346;1.1146;1.08942;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:12:44;EURUSD;1.08608;1.0874;1.08799;1.08722;1.08571;1.08655;1.09446;1.09026;1.08571;11;19;43;1.09291;1.10166;1.10737;1.08716;1.08576;1.08595;1.09392;1.10346;1.1146;1.08944;1.08208;44;74;41;1.11136;1.12386;1.12806;20;23;0;-15;0
2015.03.09 15:13:04;EURUSD;1.086;1.08739;1.08798;1.08722;1.08571;1.08655;1.09446;1.09027;1.08569;10;19;43;1.09291;1.10166;1.10737;1.08715;1.08575;1.08595;1.09392;1.10346;1.1146;1.08943;1.08207;44;74;41;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:13:24;EURUSD;1.08606;1.0874;1.08798;1.08722;1.08571;1.08655;1.09446;1.09026;1.08571;11;19;43;1.09291;1.10166;1.10737;1.08715;1.08575;1.08595;1.09392;1.10346;1.1146;1.08943;1.08207;44;74;41;1.11136;1.12386;1.12806;20;23;0;-15;0
2015.03.09 15:13:44;EURUSD;1.08597;1.08738;1.08798;1.08722;1.08571;1.08655;1.09446;1.09028;1.08567;10;19;43;1.09291;1.10166;1.10737;1.08714;1.08575;1.08595;1.09391;1.10346;1.1146;1.08943;1.08207;44;74;41;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:14:04;EURUSD;1.08587;1.08737;1.08797;1.08722;1.0857;1.08654;1.09446;1.0903;1.08564;9;18;42;1.09291;1.10166;1.10737;1.08713;1.08574;1.08595;1.09391;1.10346;1.1146;1.08942;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:14:24;EURUSD;1.08585;1.08737;1.08797;1.08722;1.0857;1.08654;1.09446;1.09031;1.08563;9;18;42;1.09291;1.10166;1.10737;1.08712;1.08574;1.08594;1.09391;1.10346;1.1146;1.08942;1.08206;43;74;40;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:14:44;EURUSD;1.08599;1.08739;1.08798;1.08722;1.08571;1.08655;1.09446;1.09028;1.08568;10;19;43;1.09291;1.10166;1.10737;1.08714;1.08575;1.08595;1.09391;1.10346;1.1146;1.08943;1.08207;44;74;41;1.11136;1.12386;1.12806;20;17;0;-15;0
2015.03.09 15:15:04;EURUSD;1.08609;1.08699;1.08779;1.0873;1.08574;1.08644;1.09437;1.09027;1.08531;13;15;43;1.09282;1.10157;1.10731;1.08716;1.08576;1.08595;1.09392;1.10346;1.1146;1.08944;1.08208;44;74;41;1.11136;1.12386;1.12806;20;23;0;-15;0
2015.03.09 15:15:24;EURUSD;1.08637;1.08703;1.08781;1.08731;1.08574;1.08644;1.09437;1.09023;1.08539;15;15;45;1.09282;1.10157;1.10731;1.0872;1.08578;1.08596;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:15:44;EURUSD;1.08626;1.08701;1.0878;1.0873;1.08574;1.08644;1.09437;1.09024;1.08536;14;15;45;1.09282;1.10157;1.10731;1.08718;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08208;45;75;42;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:16:04;EURUSD;1.08616;1.087;1.08779;1.0873;1.08574;1.08644;1.09437;1.09026;1.08533;13;15;44;1.09282;1.10157;1.10731;1.08717;1.08576;1.08596;1.09392;1.10346;1.1146;1.08944;1.08208;45;74;41;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:16:24;EURUSD;1.08628;1.08701;1.0878;1.0873;1.08574;1.08644;1.09437;1.09024;1.08537;14;15;45;1.09282;1.10157;1.10731;1.08719;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;45;75;42;1.11136;1.12386;1.12806;21;15;0;-15;0
2015.03.09 15:16:44;EURUSD;1.0862;1.087;1.0878;1.0873;1.08574;1.08644;1.09437;1.09025;1.08534;14;15;44;1.09282;1.10157;1.10731;1.08717;1.08576;1.08596;1.09392;1.10346;1.1146;1.08945;1.08208;45;75;41;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:17:04;EURUSD;1.08627;1.08701;1.0878;1.0873;1.08574;1.08644;1.09437;1.09024;1.08536;14;15;45;1.09282;1.10157;1.10731;1.08718;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;45;75;42;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:17:24;EURUSD;1.08615;1.087;1.08779;1.0873;1.08574;1.08644;1.09437;1.09026;1.08533;13;15;44;1.09282;1.10157;1.10731;1.08717;1.08576;1.08596;1.09392;1.10346;1.1146;1.08944;1.08208;45;74;41;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:17:44;EURUSD;1.08629;1.08701;1.0878;1.0873;1.08574;1.08644;1.09437;1.09024;1.08537;14;15;45;1.09282;1.10157;1.10731;1.08719;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;45;75;42;1.11136;1.12386;1.12806;21;15;0;-15;0
2015.03.09 15:18:04;EURUSD;1.08639;1.08703;1.08781;1.08731;1.08574;1.08644;1.09437;1.09023;1.08539;15;15;45;1.09282;1.10157;1.10731;1.0872;1.08578;1.08597;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:18:23;EURUSD;1.08617;1.087;1.08779;1.0873;1.08574;1.08644;1.09437;1.09026;1.08533;13;15;44;1.09282;1.10157;1.10731;1.08717;1.08576;1.08596;1.09392;1.10346;1.1146;1.08944;1.08208;45;74;41;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:18:44;EURUSD;1.0863;1.08702;1.0878;1.08731;1.08574;1.08644;1.09437;1.09024;1.08537;14;15;45;1.09282;1.10157;1.10731;1.08719;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;45;75;42;1.11136;1.12386;1.12806;21;15;0;-15;0
2015.03.09 15:19:04;EURUSD;1.08627;1.08701;1.0878;1.0873;1.08574;1.08644;1.09437;1.09024;1.08536;14;15;45;1.09282;1.10157;1.10731;1.08718;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08208;45;75;42;1.11136;1.12386;1.12806;20;15;0;-15;0
2015.03.09 15:19:24;EURUSD;1.08641;1.08703;1.08781;1.08731;1.08574;1.08644;1.09437;1.09022;1.0854;15;15;46;1.09282;1.10157;1.10731;1.0872;1.08578;1.08597;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:19:44;EURUSD;1.08649;1.08704;1.08782;1.08731;1.08574;1.08644;1.09437;1.09022;1.08542;16;15;46;1.09282;1.10157;1.10731;1.08721;1.08579;1.08597;1.09392;1.10347;1.1146;1.08948;1.08209;46;75;43;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:20:04;EURUSD;1.0864;1.08703;1.08781;1.08731;1.08574;1.08644;1.09437;1.09023;1.0854;15;15;46;1.09282;1.10157;1.10731;1.0872;1.08578;1.08597;1.09392;1.10347;1.1146;1.08947;1.08209;46;75;42;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:20:24;EURUSD;1.08656;1.08705;1.08782;1.08732;1.08575;1.08644;1.09437;1.09021;1.08544;16;15;47;1.09282;1.10157;1.10731;1.08723;1.08579;1.08597;1.09393;1.10347;1.11461;1.08949;1.08209;47;75;43;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:20:44;EURUSD;1.08652;1.08705;1.08782;1.08731;1.08574;1.08644;1.09437;1.09021;1.08543;16;15;46;1.09282;1.10157;1.10731;1.08722;1.08579;1.08597;1.09393;1.10347;1.1146;1.08949;1.08209;47;75;43;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:21:04;EURUSD;1.0863;1.08702;1.0878;1.08731;1.08574;1.08644;1.09437;1.09024;1.08537;14;15;45;1.09282;1.10157;1.10731;1.08719;1.08577;1.08596;1.09392;1.10347;1.1146;1.08946;1.08209;45;75;42;1.11136;1.12386;1.12806;21;15;0;-15;0
2015.03.09 15:21:24;EURUSD;1.08645;1.08704;1.08782;1.08731;1.08574;1.08644;1.09437;1.09022;1.08541;15;15;46;1.09282;1.10157;1.10731;1.08721;1.08578;1.08597;1.09392;1.10347;1.1146;1.08948;1.08209;46;75;43;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:21:44;EURUSD;1.08653;1.08705;1.08782;1.08731;1.08575;1.08644;1.09437;1.09021;1.08543;16;15;46;1.09282;1.10157;1.10731;1.08722;1.08579;1.08597;1.09393;1.10347;1.1146;1.08949;1.08209;47;75;43;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:22:04;EURUSD;1.08659;1.08706;1.08783;1.08732;1.08575;1.08645;1.09437;1.09021;1.08545;16;15;47;1.09282;1.10157;1.10731;1.08723;1.0858;1.08597;1.09393;1.10347;1.11461;1.0895;1.0821;47;75;43;1.11136;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:22:24;EURUSD;1.08669;1.08707;1.08783;1.08732;1.08575;1.08645;1.09437;1.0902;1.08547;17;15;47;1.09282;1.10157;1.10731;1.08724;1.0858;1.08598;1.09393;1.10347;1.11461;1.08951;1.0821;47;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:22:44;EURUSD;1.08685;1.0871;1.08785;1.08733;1.08575;1.08645;1.09437;1.09018;1.08551;18;16;48;1.09282;1.10157;1.10731;1.08727;1.08582;1.08598;1.09393;1.10347;1.11461;1.08953;1.0821;48;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:23:04;EURUSD;1.08678;1.08709;1.08784;1.08732;1.08575;1.08645;1.09437;1.09019;1.08549;18;16;48;1.09282;1.10157;1.10731;1.08726;1.08581;1.08598;1.09393;1.10347;1.11461;1.08952;1.0821;48;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:23:24;EURUSD;1.08668;1.08707;1.08783;1.08732;1.08575;1.08645;1.09437;1.0902;1.08547;17;15;47;1.09282;1.10157;1.10731;1.08724;1.0858;1.08598;1.09393;1.10347;1.11461;1.08951;1.0821;47;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:23:44;EURUSD;1.08681;1.08709;1.08784;1.08733;1.08575;1.08645;1.09437;1.09019;1.0855;18;16;48;1.09282;1.10157;1.10731;1.08726;1.08581;1.08598;1.09393;1.10347;1.11461;1.08953;1.0821;48;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
2015.03.09 15:23:45;EURUSD;1.08689;1.0871;1.08785;1.08733;1.08575;1.08645;1.09437;1.09018;1.08552;18;16;49;1.09282;1.10157;1.10731;1.08727;1.08582;1.08598;1.09393;1.10347;1.11461;1.08954;1.0821;48;75;44;1.11137;1.12386;1.12806;21;10;0;-15;0
